"date","investment","low_risk","momentum","profitability","short_term_reversal","size","value"
1951-11-30,-0.00867594468668369,0.000217775525707887,-0.00019774628020238,-0.00330556214904022,0.00564150973619946,0.00402521827389941,0.00172313683581602
1951-12-31,-0.02405661562242,-0.00330157765748862,0.00751522338424895,0.0266712283121413,0.00456464419592982,-0.0235335588348059,-0.0221222983896417
1952-01-31,-0.0147524258054285,0.00348380640800945,0.0243115259754352,-0.0151613904806809,0.0170119650157505,-0.000795800983246468,0.00242344482750791
1952-02-29,0.000351456172856957,0.00746950154480054,-0.00797533471263741,0.00727394226182639,0.00669852850029515,0.00199773551361489,0.00959199456574462
1952-03-31,-0.00725880057179089,-0.0229720439775471,0.0268536146770229,0.0139419200482842,-0.00959097181655552,-0.0243487916944413,0.00595818664824211
1952-04-30,0.00411850439478124,0.0327453620449181,-0.0063054565294513,-0.00606064618807979,0.0175871130863831,0.00208429316901688,-0.000437694055775865
1952-05-31,-0.00849579005163968,-0.00389324279736974,0.000975545962747579,0.0168480429647813,0.0064571103876944,0.00216456661586595,-0.00732621853598583
1952-06-30,-0.00401244028700628,-0.0131407156335418,0.0065751357717988,0.0132612118815731,-0.00171336432360043,-0.0233001644912099,0.00409064034720788
1952-07-31,0.00248554337599096,0.00640707342299377,-0.00635655373860208,0.00656765532205587,-0.000688813423803709,-0.00531447965151723,0.0111522622428475
1952-08-31,0.00706321461074215,0.0156258306798599,-0.00224048933108557,-0.00743095336907528,0.00893886631656185,0.00971684314829879,0.00338756339474477
1952-09-30,-0.00118552449481361,0.00933549576618475,0.0150285896475202,0.00221899872639329,-0.0063481475367072,0.01427524015413,-0.00698986045635949
1952-10-31,0.00512753269767827,0.00498063361020772,0.00825741591649474,0.000239936670970986,0.00593254830674852,-0.0165232377407195,0.00309687233281091
1952-11-30,-0.0147197603956893,0.00196327009914435,0.0153617852259756,0.0151519850896891,0.00906999058987952,0.00355637148104451,0.0040631685479858
1952-12-31,-0.00352288455834577,-0.00742987396283686,0.00338429359692232,0.00545009431807591,0.0156664912127319,-0.0101099639655226,0.00336598695742876
1953-01-31,0.0160809109869047,0.00230030461042522,0.0125590840186243,-0.00864089198070576,0.00288634298042646,0.0312627723085004,0.0170177642567323
1953-02-28,0.00969255177606668,-0.00473234141965305,-0.0014089044227122,-0.0105803877562338,-0.0077360424962208,0.0134288883106478,0.00158029498306458
1953-03-31,-0.00747233873634157,0.0109603634559156,-0.00781578595947446,-0.00726465343891218,0.00540943726227007,0.0031548413880516,-0.0100101147070062
1953-04-30,0.00631477047562997,0.00644840026839746,0.0210391456715102,-0.00523158705274041,0.0118108766558319,0.00215638478738244,0.00177659371438325
1953-05-31,0.00100378557587086,-0.00255057116634883,0.000917077835694935,0.0068951959830685,-0.000828525540138964,-0.00699228388396653,0.000824043025575762
1953-06-30,-0.00164808716409954,0.00955817280288122,-0.00258034812011755,0.000693149552806303,-1.40409093788034e-05,-0.0266496765028836,-0.00901799056136865
1953-07-31,0.00255709743223249,0.00306757675919034,-0.000949229234257813,0.00538209797974001,0.000196331385845124,-0.00834471744503511,-0.0030331108090865
1953-08-31,0.00535049180532465,0.0373107680221036,0.00968158715226989,-0.0027390921311684,0.00208683379024709,-0.00823113808849197,-0.0177422089315473
1953-09-30,-0.00189313925532405,0.00405881650188277,0.0166438785515871,0.00996017160143323,-0.0034791490616336,-0.0195661530724043,-0.0117475870098361
1953-10-31,-0.00943316495458019,-0.0104977566525864,-0.00653439482114969,0.0201486280122045,0.00332569504025964,-0.0139414425634636,0.0135894561888765
1953-11-30,-0.000263967952440386,0.000301268122108056,0.0192476328524555,0.0116968084834631,-0.00222229691128806,-0.00729551640156974,-0.0110888604232931
1953-12-31,-0.00570841656851224,0.017568403835403,0.0313798977344821,0.00457819861840306,-0.00282256053715845,-0.0189709252719437,-0.00985600445075989
1954-01-31,0.00270294777991444,-0.0235665632280684,-0.0360147159569622,-0.00229276690453738,0.0154500221180675,0.0182003764166259,0.0308857834884248
1954-02-28,-0.012501522506901,0.000779897421847812,0.0112981804572586,0.00241579096135742,0.00472044883833916,-0.00496665061406087,-0.000834982699933748
1954-03-31,-0.0158671451253468,-0.00736253419638915,0.0197959129485898,0.0179932358181312,-0.00522145327627979,-0.0117926257492886,-0.00364515397125927
1954-04-30,-0.0090666095117847,0.00637714613953525,0.0399466385963058,0.0280736340179618,-0.00152206583018695,-0.0404639270967839,-0.0156955009524876
1954-05-31,0.00756225311876595,-0.00900917784912058,-0.02591568220541,-0.00929083144439633,0.0132072151102198,0.0190817599801404,0.0244117121857949
1954-06-30,-0.00175970130808272,0.00214285340563299,0.0206831685835049,0.0219249539253214,-0.00325867943750014,-0.00231157271960685,-0.0145918302189529
1954-07-31,0.00390746388984691,0.000489175312410737,-0.00353889439384868,-0.0115335811765935,0.0162404410695376,0.0314797619443926,0.0371394557083983
1954-08-31,0.00467143646144605,0.00572217153182854,-0.01813233123303,-0.00919975888356428,0.0133775854605346,0.0130489593763903,0.00759359659501222
1954-09-30,-0.0258661189057313,-0.0114259857400852,0.0138993547750027,0.0309058569522651,0.000935753420510074,-0.0239223755335887,-0.000355993854516153
1954-10-31,0.00271204353321518,-0.00969428300559273,0.00791246218785528,-0.00038353491303125,-6.49326832178779e-05,0.00913789189418153,0.0150391552465631
1954-11-30,0.0122470285407192,-0.0254993143739108,0.0152277055492366,0.0287052484807859,-0.0135304699204798,0.000313627213393058,0.00758030783402838
